#### BEGIN step      1 
      0         1 
      0         0 
      0         1 
      0         0 
      0         0 
      0         0 
      0         0 
      0         0 
      0         0 
      1         0 
      0         0 
      0         0 
      1         0 
      0         0 
      0         0 
      0         0 
      1         0 
      0         1 
      0         1 
      0         1 
      0         0 
      0         0 
      0         0 
      1         0 
      0         1 
      1         1 
      0         0 
      1         0 
      0         0 
      0         1 
      0         0 
      0         0 
      3         0 
      0         0 
      0         0 
      1         0 
      0         0 
      0         0 
      0         0 
      0         0 
      1         0 
      0         0 
      0         1 
      1         0 
      2         1 
      2         0 
      2         0 
      1         1 
      1         0 
      4         4 
      1         1 
      7         2 
